name_short,iso,region_who,region_unicef,status_who,status_covax,status_csc,income_group,pop,pop_gen_fem,pop_gen_mal,pop_u18,pop_18p,pop_60p,pop_70per,pop_hcw,pop_old,pol_jj,pol_age_old,pol_age_old_source,del_date,del_dose_tot,del_dose_since_lm,del_cour_tot,del_cour_tot_per,del_cour_covax_prop,del_dose_jj_prop,pu_del_rem,pu_del_rem_per,pu_used_per,adm_tot_date,adm_tot_td,adm_tot_a1d,adm_tot_cps,adm_tot_cps_adj,adm_tot_pv,adm_tot_boost,adm_gen_date,adm_gen_fem_cps,adm_gen_mal_cps,adm_old_date,adm_old_target,adm_old_a1d,adm_old_cps,adm_old_cps_adj,adm_old_boost,adm_hcw_date,adm_hcw_target,adm_hcw_a1d,adm_hcw_cps,adm_hcw_cps_adj,adm_hcw_boost,dvr_4wk_td,dvr_4wk_td_per,dvr_4wk_td_max,dvr_4wk_td_max_per,dvr_4wk_cps,dvr_4wk_cps_per,dvr_4wk_td_lm,dvr_4wk_td_change_lm_trend,dvr_4wk_td_change_lm_per,cov_tot_a1d,cov_tot_cps,cov_tot_boost,cov_tot_cps_since_lm,cov_gen_fem_cps,cov_gen_mal_cps,cov_gen_diff,cov_hcw_a1d,cov_hcw_cps,cov_old_a1d,cov_old_cps,t10_status,t20_status,t40_status,t40_cour_req,t40_cour_need_del,t40_cour_need_adm,t70_status,t70_cour_req,t70_cour_need_del,t70_cour_need_adm,ct_target,ct_deadline,ct_status,fin_tot,fin_percapita,date_refresh,ri_dtp1,ri_dtp3,ri_mcv1,ri_mcv2,ri_zero_dose
Syria,SYR,EMR,MENA,Member State,AMC,Concerted support country,LIC,17500658,9135292,9140412,6580706,11694996,1382389,12250460.6,189680,2003191,0,55 and older,eJRF,2023-11-20,13833540,300000,6916770,0.3952291393843592,0.8514480024635777,0.3318890175616653,7359556,0.4205302452056374,0.4679918516879988,2023-04-18,5090630,3295630,2358365,2358365,937265,75881,2022-12-01,900802,1015797,2023-04-01,2026350,383368,383368,383368,,2023-08-01,190000,82234,66839,66839,,1298.11956521739,0.00007417547187182276,27026.1875,0.001544295505917549,1100.86956521739,0.00006290446709017397,1298.11956521739,Stable,0,0.1883146336554888,0.1347586473605735,0.004335894113238485,0,0.09860680972211945,0.1111325178777499,-0.01252570815563048,0.4335407001265289,0.3523776887389287,0.1913786553553805,0.1913786553553805,2) Goal met after deadline,3) Goal not yet met,3) Goal not yet met,7700290,783520,5341925,Goal not yet met,13475507,6558737,11117142,0.7,2022-12-31,Deadline past,36120137,2.063930224794976,31/12/2023,0.65,0.48,0.59,0.53,103261
Tajikistan,TJK,EUR,CEE-CIS,Member State,AMC,,LMIC,9537642,4838485,4911140,4151199,5598428,584617,6676349.399999999,90889,584617,0,60 and older,https://ewsdata.rightsindevelopment.org/files/documents/16/WB-P176216.pdf,2023-11-20,22578362,0,11289181,1.1836448673582,0.581693215832043,0.01998373486969515,0,0,1,2023-12-23,20568163,5328277,5191919,5191919,136358,5322496,,,,,,,,,,2022-07-01,111000,85609,82977,82977,,292.3214285714286,0.00003064923474496407,65093.32142857143,0.006824886217009553,0,0,345.6071428571428,Stable,-0.1541800144672936,0.5586576849917412,0.5443608598435546,0.5580515603332564,0,,,,0.9419071614826876,0.9129487616763304,,,1) Goal met by deadline,1) Goal met by deadline,2) Goal met after deadline,4196562,0,0,Goal not yet met,7343984,0,2152065,0.7,2022-12-01,Deadline past,16510487,1.731086887094315,31/12/2023,0.97,0.97,0.97,0.96,5148
Tanzania,TZA,AFR,ESARO,Member State,AMC,Concerted support country,LMIC,59734218,30759748,30738690,30777122,30721315,2628138,41813952.59999999,215481,2628138,0,60 and older,Region/IST,2023-11-20,47745670,0,23872835,0.3996509170003699,0.8848063080903462,0.7377873218660457,3578684,0.05991011717940294,0.9250469414294532,2023-12-31,39392419,34434933,32165791,32165791,2269142,0,2022-04-01,2096396,1822495,2024-02-01,,3603997,3603997,2628138,,2024-02-01,,148181,148181,148181,,0,0,286937.0714285714,0.004803562866238099,0,0,0,Stable,,0.5764691353287659,0.538481829627367,0,0,0.06815387434253363,0.05928993720942564,0.008863937133107985,0.6876754795086342,0.6876754795086342,1,1,2) Goal met after deadline,2) Goal met after deadline,2) Goal met after deadline,26283056,2410221,0,Goal not yet met,45995348,22122513,13829557,0.7,2022-10-30,Deadline past,89594193,1.499880570965205,31/12/2023,0.82,0.81,0.76,0.62,193969
Thailand,THA,SEAR,EAPRO,Member State,No,,UMIC,69799978,35934042,34016802,13953053,55997797,13962436,48859984.59999999,683112,13962436,,,,2023-11-20,162398076,0,81199038,1.163310366659428,0,0,3523254.400000006,0.05047643997824764,0.9783048267148189,2023-09-01,142635014,57666184,54196116,54196116,3470068,32143431,2021-06-01,,,2023-09-01,11136059,8665061,8313576,8313576,4641641,2023-09-01,1715000,1687372,1661701,683112,1418193,0,0,732566.168367347,0.0104952206198023,209.6142857143921,0.000003003070942434855,0,Stable,,0.8261633549512007,0.7764488980211427,0.4605077525955667,0,,,,1,1,0.6205980818819867,0.5954244660458963,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,30711990,0,0,Goal met by deadline,53745983,0,0,,,Not captured,4949227,0.07090585329410849,31/12/2023,0.99,0.97,0.96,0.87,6641
Timor-Leste,TLS,SEAR,EAPRO,Member State,AMC,,LMIC,1318445,664843,679032,585102,758771,89349,922911.5,5719,89349,0,60 and older,Regional assumption,2023-11-20,2379915,14400,1189958,0.9025465605315353,0.3243265728706392,0,113125.5,0.08580221397176219,0.9524665796887704,2023-11-22,2028798,886838,801759,801759,85079,340201,2022-01-01,285373,293494,2023-11-01,104000,80256,69691,69691,29324,2023-11-01,40000,59323,47016,5719,20395,99.91428571428904,0.00007578191408385563,6911.214285714285,0.005241943566636671,21.14285714285714,0.00001603620715529062,63.90620300751679,Upward,0.5634520752631306,0.6726393592451714,0.6081095532995309,0.2580319998179674,0,0.4292336687007309,0.4322241072585681,-0.002990438557837205,1,1,0.8982305341973609,0.7799863456781833,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,580116,0,0,Goal not yet met,1015203,0,213444,0.7,2022-06-30,Deadline past,19612992,14.87585147655003,31/12/2023,0.87,0.86,0.79,0.78,3175
Togo,TGO,AFR,WCARO,Member State,AMC,,LIC,8278724,4258576,4219666,3984389,4493861,401773,5795106.8,44425,870455,0,50 and older,Regional assumption,2023-11-20,6645360,0,3322680,0.4013517058909079,0.6209987118831787,0.3943804398858752,2557643,0.3089416919805516,0.6151234846569636,2023-12-31,3423181,2255579,1554066,1554066,701513,427804,,,,2024-02-01,,1519833,1095759,870455,,2024-02-01,,33090,30940,30940,,0,0,28113.5,0.003395873566989309,0,0,70.48701298700846,Downward,-1,0.272454909717971,0.187718058966575,0.05167511321793069,0,,,,0.7448508722566123,0.6964546989307823,1,1,2) Goal met after deadline,3) Goal not yet met,3) Goal not yet met,3642639,319959,2088573,Goal not yet met,6374617,3051937,4820551,0.7,2022-12-31,Deadline past,32296150,3.901102392107769,31/12/2023,0.88,0.83,0.7,0.5,25967
Tokelau,TKL,WPR,,Associate Member,,,Other,1350,,,,,,945,,,,75 and older,Region database,2023-11-20,5912,0,2956,2.18962962962963,0,0,0,0,1,2022-12-05,6342,2203,2203,2203,0,968,,,,2024-02-01,,46,46,,46,2024-02-01,51,51,51,,51,50.58589511754069,0.03747103342040051,136.1428571428571,0.1008465608465608,25.32142857142857,0.01875661375661376,0.02531645569618896,Upward,1997.142857143928,1.631851851851852,1,0.717037037037037,0,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,594,0,0,Goal met by deadline,1040,0,0,,,Not captured,,,31/12/2023,,,,,
Tonga,TON,WPR,EAPRO,Member State,AMC,,UMIC,105695,53313,53446,43691,63069,9418,73986.5,1026,6368,One dose,65 and older,Region database,2023-11-20,235051,0,117526,1.111935285491272,0.4267991763524667,0,6808.899999999994,0.06442026585931211,0.9710322440661814,2023-06-30,204737,87375,77390,77390,9985,38588,2021-04-01,,,2024-02-01,,12798,12346,6368,9556,2024-02-01,1100,2330,2322,1026,1984,1.590163934426008,0.00001504483593761302,1151.678571428571,0.0108962445851608,0.3934426229508453,0.000003722433634049343,1.590163934426008,Stable,0,0.8266710818865604,0.7322011448034439,0.365088225554662,0,,,,1,1,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,46506,0,0,Goal met by deadline,81385,0,3995,,,Not captured,4367016,41.31714839869436,31/12/2023,0.99,0.99,0.99,0.99,25
Trinidad & Tobago,TTO,AMR,LACRO,Member State,Self-financing,,HIC,1399488,710804,692570,333574,1069801,245641,979641.6,35448,245641,,,,2023-11-20,2393840,0,1196920,0.8552556363470069,0.07960431774888882,0.1082779133108311,562308,0.4017955137878996,0.7651020953781372,2023-12-29,1592148,754399,718969,718969,35430,174836,,,,,,,,,,,,,,,,0,0,12789.46428571429,0.009138673776205503,0,0,10.7485714285701,Downward,-1,0.5390535681620707,0.5137371667352632,0.1249285452965656,0,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,615775,0,0,Goal not yet met,1077606,0,358637,,,Not captured,4178350,2.985627600951205,31/12/2023,0.95,0.94,0.93,0.88,559
Tunisia,TUN,EMR,MENA,Member State,AMC,,LMIC,11818619,6016147,5919617,3369524,8566242,1652471,8273033.3,103303,1652471,One dose,60 and older,Region,2023-11-20,17598374,0,8799187,0.7445190508298812,0.3228349391824495,0.1159652590631384,0,0,1,2023-12-31,16553338,8896848,6401705,6401705,2495143,1258577,,,,2023-04-01,1623251,1546541,1432286,1432286,622529,,,,,,,0,0,99313.5,0.008403139148491038,0,0,15566.13679245287,Downward,-1,0.7527823682276246,0.5416626934162104,0.1064910375738485,0,,,,,,0.9358960005954718,0.8667540912972149,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,5200192,0,0,Goal not yet met,9100337,301150,2698632,0.7,2022-07-01,Deadline past,20832282,1.762666348750222,31/12/2023,0.99,0.97,0.95,0.98,4099
Turkey,TUR,EUR,CEE-CIS,Member State,No,,UMIC,84339067,43058238,41984498,24109443,60933295,11453050,59037346.9,1446821,11453050,,,,2023-11-20,167797676,0,83898838,0.9947802481618632,0,0,0,0,1,2023-12-23,152475057,57936783,53171790,53171790,4764993,27896331,,,,,,,,,,,,,,,,0,0,939339.8065476192,0.0111376594496548,0,0,0,Stable,,0.6869507223740097,0.6304526702909815,0.3307640455638429,0,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,37109189,0,0,Goal not yet met,64941082,0,11769292,,,Not captured,2647855,0.03139535560667277,31/12/2023,0.95,0.95,0.96,0.93,12935
Turkmenistan,TKM,EUR,CEE-CIS,Member State,No,,UMIC,6031187,3106246,3011687,2170335,3947589,514238,4221830.899999999,99117,514238,,,,2023-11-20,18453568,0,9226784,1.529845451649899,0,0,0,0,1,2023-12-23,16775970,4614869,4568901,4568901,45968,3816400,,,,2021-12-01,0,8482,1197,1197,,2021-11-01,0,13107,7422,82507.6772335197,,0,0,75455.634920635,0.0125109095308494,0,0,0,Stable,,0.7651676195747206,0.7575459026556464,0.6327775941949736,0,,,,1,0.8324271036605194,0.0164943080830277,0.002327715960314096,1) Goal met by deadline,1) Goal met by deadline,2) Goal met after deadline,2653722,0,0,Goal met after deadline,4644014,0,75113,,,Not captured,498087,0.08258523570899062,31/12/2023,0.99,0.97,0.97,0.98,1377
Turks & Caicos Islands,TCA,AMR,,Territory or Area,,,HIC,38718,,,,,,27102.6,,,,,,2023-11-20,81298,0,40649,1.049873443876233,0,0,0,0,1,2023-12-29,73907,32815,30710,30710,2105,7443,2022-10-01,1105,964,2022-10-01,,9730,8535,,2815,,,,,,,0,0,644.1190476190475,0.01663616528795515,0,0,0,Stable,,0.847538612531639,0.793171134872669,0.1922361692236169,0,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,17036,0,0,Goal met by deadline,29813,0,0,,,Not captured,,,31/12/2023,,,,,
Tuvalu,TUV,WPR,EAPRO,Member State,AMC,,UMIC,11792,5808,6117,4422,7220,1171,8254.4,239,1171,0,60 and older,Region database,2023-11-20,46150,5760,23075,1.956835142469471,0.5980498374864572,0,14752,1.251017639077341,0.6803466955579631,2023-02-01,26783,9763,9505,9505,258,5745,,,,2024-02-01,,261,261,261,,2024-02-01,181,154,154,200.7511872455902,,7.740259740259717,0.0006563992317045215,219.7058823529413,0.01863177428366191,1.188311688311712,0.0001007727008405454,7.740259740259717,Stable,0,0.8279341926729986,0.8060549525101763,0.4871947082767978,0,,,,1,0.8399631265505868,0.2228864218616567,0.2228864218616567,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,5188,0,0,Goal met after deadline,9080,0,0,0.89,2022-12-31,Deadline past,2799619,237.4168080054274,31/12/2023,0.99,0.94,0.93,0.84,3
UAE,ARE,EMR,MENA,Member State,Self-financing,,HIC,9890402,3102738,6888345,1738872,8252217,359920,6923281.399999999,152266,359920,,,,2023-11-20,27414261,0,13707130,1.385902211052695,0,0,0,0,1,2022-07-06,24922054,9991089,9792266,9792266,198823,5138699,,,,,,,,,,,,,,,,272.721428571402,0.0000275743522428514,88039.03571428571,0.00890146181260233,0,0,4690.242857142884,Downward,-0.9418534526083084,1.010180273764403,0.9900776530620292,0.5195642199376729,0,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,4351777,0,0,Goal met by deadline,7615610,0,0,,,Not captured,,,31/12/2023,0.96,0.96,0.99,0.96,894
Uganda,UGA,AFR,ESARO,Member State,AMC,Concerted support country,LIC,45741007,23882569,23240964,24838485,22285046,1539999,32018704.9,135373,3474185,0,50 and older,Regional assumption,2023-11-20,58061940,0,29030970,0.634681479574772,0.7318346579532135,0.388343896190861,25848810,0.5651123946615342,0.554806298239432,2023-12-31,26406936,20033189,13061126,13061126,6972063,764664,2022-02-01,350225,447932,2024-02-01,,3072433,1266358,1266358,,2024-02-01,,310189,173885,135373,28212,0,0,183164.7006802721,0.004004387150468115,0,0,0,Stable,,0.4379700035899953,0.2855452220367601,0.01671725329527616,0,0.01466446092964287,0.01927338298015521,-0.004608922050512342,1,1,0.8843607925311979,0.3645050565816155,2) Goal met after deadline,2) Goal met after deadline,3) Goal not yet met,20126043,0,7064917,Goal not yet met,35220575,6189605,22159449,0.666,2022-12-31,Deadline past,88207689,1.928415983495947,31/12/2023,0.97,0.91,0.9,0,62816
UK,GBR,EUR,Dev,Member State,Self-financing,,HIC,67886004,34490823,33716291,14276669,53930447,16870737,47520202.8,4482763,16870737,,,,2023-11-20,217243170,0,108621585,1.600058607073116,0.004965587640799018,0,44270033,0.6521231239358263,0.7962189881504675,2023-12-23,151248820,53813491,50762968,50762968,3050523,0,,,,,,,,,,,,,,,,0,0,609917.3010204083,0.008984433684156874,0,0,0,Stable,,0.7927037655655796,0.7477678020347169,0,0,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,29869842,0,0,Goal met by deadline,52272223,0,1509255,,,Not captured,,,31/12/2023,0.97,0.93,0.91,0.87,21204
Ukraine,UKR,EUR,CEE-CIS,Member State,AMC,,LMIC,43733759,23322998,20143824,8182842,35283977,10447105,30613631.3,1241855,10447105,0,60 and older,TESSY,2023-11-20,54410022,0,27205011,0.6220597456532378,0.2395145144400052,0.02252616255145054,13233531.8,0.3025930563160602,0.7567813554642562,2023-12-23,35735488,16267198,15741036,15741036,526162,3294979,2023-03-01,8615598,6853762,2024-02-01,9978194,3836652,3576403,3576403,904546,2024-02-01,681196,674153,561911,763708.27753848,57705,145246.8214285714,0.003321160237531181,239788.3928571429,0.005482912933625094,20980.67857142857,0.0004797364564849907,0,Upward,1,0.3719597485320207,0.3599287223401034,0.07534177430300469,0.0134326207815797,0.3694035389446931,0.3402413563581572,0.02916218258653591,0.7829020764829181,0.614973791254599,0.3672454713530686,0.3423343596144578,1) Goal met by deadline,1) Goal met by deadline,3) Goal not yet met,19242854,0,3501818,Goal not yet met,33674994,6469983,17933958,0.63,2022-12-31,Deadline past,90635465,2.072437107452849,31/12/2023,0.91,0.78,0.88,0.86,38697
Uruguay,URY,AMR,LACRO,Member State,Self-financing,,HIC,3473730,1800620,1684532,848572,2636579,713402,2431611,138517,713402,,,,2023-11-20,9734567,1,4867284,1.401169348222228,0.01528573224821071,0,0,0,1,2023-12-29,9037498,3010464,2903186,2903186,107278,2080961,2023-03-01,1517144,1383875,2023-12-01,789465,671616,662301,662301,662115,,,,,,,25.28571428571428,0.000007279124827120785,38251.85714285714,0.01101175311347086,2.428571428571428,6.991249833957815e-7,25.21428571428572,Stable,0.002832861189801619,0.866637303417364,0.835754649900827,0.5990566336474049,0.00002409924942758934,0.8425675600626451,0.8215189738158729,0.02104858624677219,,,0.9414271336497516,0.9283699793384376,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,1528441,0,0,Goal met by deadline,2674772,0,0,,,Not captured,495792,0.1427261186102547,31/12/2023,0.95,0.89,0.96,0.84,369
US Virgin Islands,VIR,AMR,,Territory or Area,,,HIC,104425,54742,49476,23899,80327,29469,73097.5,,29469,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stable,,,,,,,,,,,,,,,,45947,,,,80407,,,,,Not captured,,,31/12/2023,,,,,
USA,USA,AMR,Dev,Member State,No,,HIC,331002651,168185643,164729431,73521969,259393104,77519541,231701855.7,22440534,56719945,,65 and older,CDC,2023-11-20,993841945,0,496920972,1.501259795046173,0,0.03174750286877859,182643960.5,0.5517900232768831,0.8162243388711069,2023-12-29,711813790,270227181,230637348,230637348,39589833,118438297,2023-05-01,119976366,109144882,2023-05-01,54792026,58758542,51708613,51708613,38226415,,,,,,,0,0,3192925.142857143,0.009646222268042024,0,0,0,Stable,,0.8163897787030111,0.6967839904097928,0.3578167626216384,0,0.7133567637518263,0.6625706246748342,0.05078613907699214,,,1,0.9116477986711728,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,145641166,0,0,Goal not yet met,254872041,0,24234693,,,Not captured,,,31/12/2023,0.97,0.93,0.91,0.95,112167
Uzbekistan,UZB,EUR,CEE-CIS,Member State,AMC,,LMIC,33469199,17003414,16932351,11330320,22605443,2925212,23428439.3,840120,2925212,0,60 and older,TESSY,2023-11-20,91771080,998400,45885540,1.370978134254124,0.3754164165878837,0.04362104052823613,0,0,1,2023-12-23,83937954,22094470,18451781,18451781,3642689,16413048,,,,2024-02-01,,1060780,926948,926948,712851,2024-02-01,362049,520577,435751,699314.5646509198,287025,21291.96428571429,0.0006361659353041071,277799.6785714286,0.00830015915742198,24.32142857142857,7.266809274828648e-7,37809.57142857143,Downward,-0.4368631147819713,0.6601433754061458,0.5513063219708365,0.4903926144154212,0.00001895559470754815,,,,1,0.8323984248094555,0.3626335458763331,0.316882331947223,1) Goal met by deadline,1) Goal met by deadline,2) Goal met after deadline,14726448,0,0,Goal not yet met,25771283,0,7319502,0.7,2022-08-01,Deadline past,12389855,0.3701867797911746,31/12/2023,0.99,0.98,0.99,0.99,31741
Vanuatu,VUT,WPR,EAPRO,Member State,AMC,,LMIC,307145,155107,159357,139595,174869,18448,215001.5,284,27830,0,55 and older,Region database,2023-11-20,471550,0,235775,0.7676341792964235,0.3001802566005726,0.09150673311419784,68965,0.2245356427745853,0.853748276958965,2023-02-20,355430,176624,162250,162250,14374,16556,,,,2024-02-01,,24024,22425,22425,8157,2024-02-01,1391,2648,2584,284,1190,359.5681818181807,0.001170678936066616,1259.642857142857,0.004101134178133641,175.8522727272731,0.0005725382888449206,359.5681818181828,Stable,-5.849256425345756e-15,0.5750508717381042,0.5282521284735223,0.0539028797473506,0,,,,1,1,0.8632411067193676,0.8057851239669421,2) Goal met after deadline,2) Goal met after deadline,2) Goal met after deadline,135144,0,0,Goal not yet met,236502,727,74252,0.8,2022-12-31,Deadline past,2842698,9.255231242572728,31/12/2023,0.71,0.62,0.5,0,363
Venezuela,VEN,AMR,LACRO,Member State,Self-financing,,UMIC,28435940,14594639,14110308,9172562,19532392,3547021,19905158,536427,3547021,,,,2023-11-20,50925144,0,25462572,0.8954362683280384,0.3649356396517995,0,7971635.600000001,0.2803366303347103,0.8434636610944095,2023-12-29,37860994,22157232,14287370,14287370,7869862,651502,2021-11-01,6432281,5223914,2021-11-01,3863449,5052038,4223231,3547021,,2021-11-01,,1367839,981527,536427,,0,0,364183.8571428572,0.01280716787075993,0,0,0,Stable,,0.7791981555735453,0.5024405734433256,0.02291121728347999,0,0.4407290238559515,0.3702197003779081,0.07050932347804334,1,1,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,12511814,0,0,Goal not yet met,21895674,0,7608304,,,Not captured,16897937,0.5942457678557488,31/12/2023,0.73,0.56,0.68,0.37,73567
VietNam,VNM,WPR,EAPRO,Member State,AMC,,LMIC,97338579,49150835,49017994,26736071,71432762,12539917,68137005.3,581985,8058818,0,65 and older,Region database,2023-11-20,293573365,432000,146786682,1.508001077352896,0.2414247295268926,0,0,0,1,2023-06-30,266492149,90497674,85961564,85961564,4536110,57975220,2022-07-01,,,2024-02-01,,7997782,7694411,7694411,,2024-02-01,666000,666000,666000,581985,,2434.551020408315,0.00002501116253616478,1415578.107142857,0.01454282692110039,278.3673469386995,0.000002859784371196743,5384.882653060768,Downward,-0.547891536870443,0.9297205170829543,0.8831191587458863,0.5956037225486926,0,,,,1,1,0.9924261845843896,0.9547815821129103,2) Goal met after deadline,1) Goal met by deadline,1) Goal met by deadline,42828975,0,0,Goal met by deadline,74950706,0,0,0.95,2023-01-12,Deadline past,23549011,0.2419288553616547,31/12/2023,0.87,0.83,0.89,0.85,59096
Wallis & Futuna Islands,WLF,WPR,,Territory or Area,,,Other,11246,,,,,,7872.2,,,,75 and older,Region database,2023-11-20,19864,0,9932,0.883158456340032,0,0,574.6000000000022,0.05109372221234236,0.9710732984293192,2023-01-23,17303,7150,6803,6803,347,3350,,,,2024-02-01,,519,441,,404,2024-02-01,280,188,172,,,1.966850828729288,0.0001748933690849447,362.125,0.03220033789791926,0,0,1.966850828729288,Stable,0,0.6357816112395518,0.6049261959807932,0.2978836919793704,0,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,4948,0,0,Goal not yet met,8659,0,1856,,,Not captured,,,31/12/2023,,,,,
West Bank and Gaza,PSE,EMR,MENA,Territory or Area,AMC,,LMIC,5101414,2574352,2648404,2306391,2916357,264251,3570989.8,,264251,One dose,60 and older,eJRF,2023-11-20,6337600,0,3168800,0.6211611133697441,0.3255885508709922,0,1955269,0.3832798122246107,0.6914811600605908,2022-10-18,3748571,2012767,1776973,1776973,235794,336967,2022-06-01,,,2023-04-01,285000,238981,142138,142138,30813,2023-08-01,64702,59958,59195,,11704,105.5714285714286,0.00002069454244870708,27887,0.005466523595222815,38.21428571428572,0.00000749092030450493,105.5714285714286,Stable,0,0.3945508049336909,0.3483295023693431,0.06605364708686651,0,,,,,,0.9043712228146724,0.5378901120525561,1) Goal met by deadline,1) Goal met by deadline,3) Goal not yet met,2244622,0,467649,Goal not yet met,3928089,759289,2151116,,,Not captured,26105271,5.117261802315985,31/12/2023,0.99,0.95,0.98,0.99,1431
Yemen,YEM,EMR,MENA,Member State,AMC,Concerted support country,LIC,29825964,15132593,15358046,13707727,16782913,1431744,20878174.8,83935,1431744,One dose,60 and older,eJRF - multiple,2023-11-20,2596000,0,1298000,0.0435191298427102,0.9691833590138675,0.4613251155624037,1037746,0.03479337667007176,0.6002519260400616,2023-12-10,1298654,1050202,807057,807057,243145,68925,2022-12-01,242311,444008,2023-04-01,344657,152104,134689,134689,17361,2023-08-01,68107,38677,27971,28399.28785671437,6105,84.24285714285881,0.000002824480615039259,7101.03306878307,0.0002380822651292367,64.04285714285548,0.000002147218347841347,153.699999999995,Downward,-0.4519007342689555,0.03521099938295372,0.02705887393949781,0.002310906028049923,0.000003017505150880451,0.01601252343203838,0.02891044863389522,-0.01289792520185684,0.4674369416600154,0.3383485775506567,0.1062368691609673,0.09407338183362389,3) Goal not yet met,3) Goal not yet met,3) Goal not yet met,13123424,11825424,12316367,Goal not yet met,22965992,21667992,22158935,0.2,2022-12-31,Deadline past,79665304,2.671005168516934,31/12/2023,0.82,0.72,0.71,0.52,183302
Zambia,ZMB,AFR,ESARO,Member State,AMC,Concerted support country,LMIC,18383955,9550918,9369739,9594296,9326355,656601,12868768.5,94617,1454770,One dose,50 and older,Regional assumption,2023-11-20,24610580,0,12305290,0.6693494408575303,0.7463367381020682,0.6253834732866922,8533815,0.4641990801217692,0.6532460835949416,2023-12-31,13615707,11711565,9155551,9155551,2556014,1414619,2022-12-01,4845845,3892922,2024-02-01,,1011758,976473,976473,103872,2024-02-01,,206866,146358,94617,21778,0,0,143937.9387755102,0.007829541509186147,0,0,0,Stable,,0.6370536155033016,0.4980185710854927,0.07694856737845583,0,0.5073695533769633,0.415478168602135,0.09189138477482828,1,1,0.6954762608522309,0.6712215676704909,2) Goal met after deadline,2) Goal met after deadline,2) Goal met after deadline,8088940,0,0,Goal not yet met,14155645,1850355,5000094,0.46,2023-12-31,Goal met,58835477,3.200371030063988,31/12/2023,0.94,0.91,0.9,0.81,37675
Zimbabwe,ZWE,AFR,ESARO,Member State,AMC,,LMIC,14862924,7886940,7205231,7277359,7814812,707694,10404046.8,51323,1429104,One dose,50 and older,Regional assumption,2023-11-20,18011010,0,9005505,0.6059039930500889,0.2215311634383635,0,2274797,0.1530517817355454,0.873699642607494,2023-12-31,13935112,7525882,5662119,5662119,1863763,2299968,,,,,,,,,,,,,,,,0,0,60658.78571428572,0.004081214821140559,42.32142857142857,0.000002847449705820239,0,Stable,,0.5063527203664635,0.3809559276492297,0.1547453246750101,0.00007972859176291758,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,3) Goal not yet met,6539687,0,877568,Goal not yet met,11444451,2438946,5782332,0.47,2023-12-31,Off track,12145163,0.8171449305668252,31/12/2023,0.93,0.86,0.85,0.74,28178
