"ivac_study_id","first_author","study_design","publication_date","country","iso3c","continent","GNI_per_c_WB","year_GNI","q_GNI_per_c_WB","vaccine","vaccine_platform","dose_number","population_detail","history_of_COVID","outcome_detail","outcome_category","variant","timing_of_dose_days","max duration follow-up","VE","LCL","UCL"
277,"Ionescu","Test-negative case-control","16Jan2023","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","excluded","infection","infection","omicron","168-195","~26 weeks",33.9,"27.4",39.9
277,"Ionescu","Test-negative case-control","16Jan2023","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","excluded","symptomatic disease","symptomatic","omicron","14+","~26 weeks",55.2,"49.5",60.3
277,"Ionescu","Test-negative case-control","16Jan2023","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","excluded","infection","infection","delta/omicron","14+","~22 weeks",82.8,"81",94.4
277,"Ionescu","Test-negative case-control","16Jan2023","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","excluded","infection","infection","delta/omicron","14-27","2 weeks",83.1,"68.9",90.8
277,"Ionescu","Test-negative case-control","16Jan2023","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","excluded","infection","infection","delta/omicron","140-167","~22 weeks",75.4,"72.1",78.4
277,"Ionescu","Test-negative case-control","16Jan2023","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","excluded","symptomatic disease","symptomatic","delta/omicron","14+","~22 weeks",87.9,"86.1",89.5
277,"Ionescu","Test-negative case-control","16Jan2023","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","excluded","infection","infection","delta","14+","~18 weeks",95.5,"95",96
277,"Ionescu","Test-negative case-control","16Jan2023","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","excluded","infection","infection","delta","14-27","2 weeks",97.7,"96.2",98.6
277,"Ionescu","Test-negative case-control","16Jan2023","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","excluded","infection","infection","delta","112-139","~18 weeks",92.4,"90.4",94
277,"Ionescu","Test-negative case-control","16Jan2023","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","excluded","symptomatic disease","symptomatic","delta","14+","~18 weeks",97.3,"96.8",97.7
277,"Ionescu","Test-negative case-control","16Jan2023","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","excluded","infection","infection","omicron","14+","~26 weeks",33.9,"25.7",41.1
277,"Ionescu","Test-negative case-control","16Jan2023","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","excluded","infection","infection","omicron","14-27","2 weeks",63.4,"21.4",83
277,"Ionescu","Test-negative case-control","16Jan2023","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","excluded","infection","infection","omicron","168-195","~26 weeks",22.2,"8.4",33.9
277,"Ionescu","Test-negative case-control","16Jan2023","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","excluded","infection","infection","delta/omicron","14+","~22 weeks",88,"85.1",90.3
277,"Ionescu","Test-negative case-control","16Jan2023","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","excluded","infection","infection","delta/omicron","28-55","2 weeks",94.8,"83.7",98.4
277,"Ionescu","Test-negative case-control","16Jan2023","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","excluded","infection","infection","delta/omicron","140-167","~22 weeks",84.2,"77.8",88.8
277,"Ionescu","Test-negative case-control","16Jan2023","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","excluded","infection","infection","delta","14+","~18 weeks",95.7,"95.1",96.2
277,"Ionescu","Test-negative case-control","16Jan2023","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","excluded","infection","infection","delta","14-27","2 weeks",96.8,"94.4",98.2
277,"Ionescu","Test-negative case-control","16Jan2023","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","excluded","infection","infection","delta","112-139","~18 weeks",90.9,"87.7",93.2
278,"Tartof","Test-negative case-control","07Oct2022","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 18 years","included","hospitalization","severe","omicron","<6 months","~70 weeks",54,"38",65
278,"Tartof","Test-negative case-control","07Oct2022","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 18 years","included","hospitalization","severe","omicron",">=6 months","~70 weeks",32,"16",45
278,"Tartof","Test-negative case-control","07Oct2022","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 18 years","included","ED admissions","symptomatic","omicron","<6 months","~70 weeks",42,"31",52
278,"Tartof","Test-negative case-control","07Oct2022","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 18 years","included","ED admissions","symptomatic","omicron",">=6 months","~70 weeks",19,"6",31
278,"Tartof","Test-negative case-control","07Oct2022","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 18 years","included","hospitalization","severe","omicron","<6 months","~70 weeks",56,"-2",81
278,"Tartof","Test-negative case-control","07Oct2022","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 18 years","included","hospitalization","severe","omicron",">=6 months","~70 weeks",56,"28",73
278,"Tartof","Test-negative case-control","07Oct2022","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 18 years","included","ED admissions","symptomatic","omicron","<6 months","~70 weeks",27,"-11",52
278,"Tartof","Test-negative case-control","07Oct2022","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 18 years","included","ED admissions","symptomatic","omicron",">=6 months","~70 weeks",12,"-10",31
279,"Paternina-Caicedo","Retrospective cohort","01Jul2022","Colombia","COL","South America",6630,2019,3,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 40 years","included","symptomatic disease","symptomatic","mu","14+","~25 weeks",13,"5.3",20
279,"Paternina-Caicedo","Retrospective cohort","01Jul2022","Colombia","COL","South America",6630,2019,3,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 40 years","included","hospitalization","severe","mu","14+","~25 weeks",45.5,"29.4",58
279,"Paternina-Caicedo","Retrospective cohort","01Jul2022","Colombia","COL","South America",6630,2019,3,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 40 years","included","critical care admission","severe","mu","14+","~25 weeks",82.2,"60.1",92.1
279,"Paternina-Caicedo","Retrospective cohort","01Jul2022","Colombia","COL","South America",6630,2019,3,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 40 years","included","death","death","mu","14+","~25 weeks",94.1,"76.4",98.5
279,"Paternina-Caicedo","Retrospective cohort","01Jul2022","Colombia","COL","South America",6630,2019,3,"Sinovac CoronaVac","Inactivated","2",">= 40 years","included","symptomatic disease","symptomatic","mu","14+","~25 weeks",-45.1,"-53.6",-37.1
279,"Paternina-Caicedo","Retrospective cohort","01Jul2022","Colombia","COL","South America",6630,2019,3,"Sinovac CoronaVac","Inactivated","2",">= 40 years","included","hospitalization","severe","mu","14+","~25 weeks",-3,"-18",10.2
279,"Paternina-Caicedo","Retrospective cohort","01Jul2022","Colombia","COL","South America",6630,2019,3,"Sinovac CoronaVac","Inactivated","2",">= 40 years","included","critical care admission","severe","mu","14+","~25 weeks",13.6,"-13.2",34
279,"Paternina-Caicedo","Retrospective cohort","01Jul2022","Colombia","COL","South America",6630,2019,3,"Sinovac CoronaVac","Inactivated","2",">= 40 years","included","death","death","mu","14+","~25 weeks",20.6,"-0.5",37.3
280,"Tonnara","Retrospective cohort","04Jul2022","Republic of San Marino","SMR","Europe",43770,2019,4,"Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2",">= 18 years","excluded","infection","infection","other combinations","7-59","~27 weeks",91.8,"86.3",95.1
280,"Tonnara","Retrospective cohort","04Jul2022","Republic of San Marino","SMR","Europe",43770,2019,4,"Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2",">= 18 years","excluded","infection","infection","other combinations","120+","~27 weeks",57.8,"42.2",69.2
280,"Tonnara","Retrospective cohort","04Jul2022","Republic of San Marino","SMR","Europe",43770,2019,4,"Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2",">= 18 years","excluded","hospitalization","severe","other combinations","7-59","~27 weeks",95.2,"79.1",98.9
280,"Tonnara","Retrospective cohort","04Jul2022","Republic of San Marino","SMR","Europe",43770,2019,4,"Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2",">= 18 years","excluded","hospitalization","severe","other combinations","120+","~27 weeks",89.7,"52.7",97.7
280,"Tonnara","Retrospective cohort","04Jul2022","Republic of San Marino","SMR","Europe",43770,2019,4,"Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2",">= 18 years","excluded","infection","infection","alpha","7+","~15 weeks",97.3,"94.2",98.7
280,"Tonnara","Retrospective cohort","04Jul2022","Republic of San Marino","SMR","Europe",43770,2019,4,"Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2",">= 18 years","excluded","hospitalization","severe","alpha","7+","~15 weeks",96.9,"86.5",99.3
281,"Kerr","Test-negative case-control","09Jul2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 18 years","unknown","symptomatic disease","symptomatic","delta","14+","~38 weeks",78.7,"69.9",85
281,"Kerr","Test-negative case-control","09Jul2022","UK","GBR","Europe",43240,2019,4,"Moderna mRNA-1273","mRNA","2",">= 18 years","unknown","symptomatic disease","symptomatic","delta","14+","~38 weeks",93.7,"86.4",97.1
281,"Kerr","Test-negative case-control","09Jul2022","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">= 18 years","unknown","symptomatic disease","symptomatic","delta","14+","~38 weeks",54.5,"35.7",67.8
282,"Stephenson","Retrospective cohort","11Jul2022","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">= 18 years","included","hospitalization","severe","other combinations","14+","~18 weeks",85,"81",89
283,"Guedalia","Retrospective cohort","15Nov2022","Israel","ISR","Asia",43800,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","pregnant women aged 16+","excluded","hospitalization","severe","omicron","0+","~60 weeks",-12,"-36",8
283,"Guedalia","Retrospective cohort","15Nov2022","Israel","ISR","Asia",43800,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","pregnant women aged 16+","excluded","hospitalization with moderate disease","severe","omicron","0+","~60 weeks",51,"-47",84
283,"Guedalia","Retrospective cohort","15Nov2022","Israel","ISR","Asia",43800,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","pregnant women aged 16+","excluded","severe disease","severe","omicron","0+","~60 weeks",83,"-47",98
283,"Guedalia","Retrospective cohort","15Nov2022","Israel","ISR","Asia",43800,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","pregnant women aged 16+","excluded","hospitalization","severe","delta","0+","~44 weeks",61,"51",69
283,"Guedalia","Retrospective cohort","15Nov2022","Israel","ISR","Asia",43800,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","pregnant women aged 16+","excluded","hospitalization with moderate disease","severe","delta","0+","~44 weeks",97,"92",99
283,"Guedalia","Retrospective cohort","15Nov2022","Israel","ISR","Asia",43800,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","pregnant women aged 16+","excluded","severe disease","severe","delta","0+","~44 weeks",96,"86",99
284,"Link-Gelles","Test-negative case-control","15Jul2022","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">= 18 years","excluded","ED or UC visit","symptomatic","omicron","14-140","~44 weeks",47,"44",50
284,"Link-Gelles","Test-negative case-control","15Jul2022","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">= 18 years","excluded","ED or UC visit","symptomatic","omicron","150+","~44 weeks",39,"37",41
284,"Link-Gelles","Test-negative case-control","15Jul2022","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">= 18 years","excluded","hospitalization","severe","omicron","14-140","~44 weeks",68,"63",73
284,"Link-Gelles","Test-negative case-control","15Jul2022","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">= 18 years","excluded","hospitalization","severe","omicron","150+","~44 weeks",61,"58",63
284,"Link-Gelles","Test-negative case-control","15Jul2022","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">= 18 years","excluded","ED or UC visit","symptomatic","omicron","14-140","~44 weeks",59,"40",71
284,"Link-Gelles","Test-negative case-control","15Jul2022","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">= 18 years","excluded","ED or UC visit","symptomatic","omicron","150+","~44 weeks",18,"10",26
284,"Link-Gelles","Test-negative case-control","15Jul2022","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">= 18 years","excluded","hospitalization","severe","omicron","14-140","~44 weeks",57,"19",77
284,"Link-Gelles","Test-negative case-control","15Jul2022","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">= 18 years","excluded","hospitalization","severe","omicron","150+","~44 weeks",24,"12",35
285,"Cerqueira-Silva","Test-negative case-control","18Jul2022","Brazil","BRA","South America",9410,2019,3,"Sinovac CoronaVac","Inactivated","2",">= 18 years","included","infection","infection","omicron","14-180","~59 weeks",-0.7,"-1.6",0.2
285,"Cerqueira-Silva","Test-negative case-control","18Jul2022","Brazil","BRA","South America",9410,2019,3,"Sinovac CoronaVac","Inactivated","2",">= 18 years","included","infection","infection","omicron","180+","~59 weeks",3.2,"2.1",4.2
285,"Cerqueira-Silva","Test-negative case-control","18Jul2022","Brazil","BRA","South America",9410,2019,3,"Sinovac CoronaVac","Inactivated","2",">= 18 years","included","hospitalization or death","severe","omicron","14-180","~59 weeks",64.5,"62.6",66.3
285,"Cerqueira-Silva","Test-negative case-control","18Jul2022","Brazil","BRA","South America",9410,2019,3,"Sinovac CoronaVac","Inactivated","2",">= 18 years","included","hospitalization or death","severe","omicron","180+","~59 weeks",61.8,"60.3",63.2
285,"Cerqueira-Silva","Test-negative case-control","18Jul2022","Brazil","BRA","South America",9410,2019,3,"Sinovac CoronaVac","Inactivated","2",">= 18 years","included","death","death","omicron","14-180","~59 weeks",67.8,"64",71.3
285,"Cerqueira-Silva","Test-negative case-control","18Jul2022","Brazil","BRA","South America",9410,2019,3,"Sinovac CoronaVac","Inactivated","2",">= 18 years","included","death","death","omicron","180+","~59 weeks",63.1,"60.9",65.1
