"","Study_id_f","first author","study design","n_row","publication_date","clean_vaccine","vac_type","dose_number","dose","dose interval","timing_of_dose_days","population_detail","population_category","historyofCOVID","max duration follow-up","outcome_detail","outcome_category","outcome_final","variant_clean","VE","LCL","UCL","country_clean","Country.Code","continent","Region","GNI_per_c_WB","year_GNI","Economy","Income group","q_GNI_per_c_WB","min_period_days","max_period_days","include","justification","sensitivity"
"2273",277,"Ionescu","Test-negative case-control",2331,2023-01-16,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"168-195","12-17 years","12-17 years","excluded","~26 weeks","infection","infection","infection","omicron",33.9,27.4,39.9,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2274",277,"Ionescu","Test-negative case-control",2332,2023-01-16,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14+","12-17 years","12-17 years","excluded","~26 weeks","symptomatic disease","symptomatic","symptomatic","omicron",55.2,49.5,60.3,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2275",277,"Ionescu","Test-negative case-control",2333,2023-01-16,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14+","12-17 years","12-17 years","excluded","~22 weeks","infection","infection","infection","delta/omicron",82.8,81,94.4,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2276",277,"Ionescu","Test-negative case-control",2334,2023-01-16,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14-27","12-17 years","12-17 years","excluded","2 weeks","infection","infection","infection","delta/omicron",83.1,68.9,90.8,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2277",277,"Ionescu","Test-negative case-control",2335,2023-01-16,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"140-167","12-17 years","12-17 years","excluded","~22 weeks","infection","infection","infection","delta/omicron",75.4,72.1,78.4,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2278",277,"Ionescu","Test-negative case-control",2336,2023-01-16,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14+","12-17 years","12-17 years","excluded","~22 weeks","symptomatic disease","symptomatic","symptomatic","delta/omicron",87.9,86.1,89.5,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2279",277,"Ionescu","Test-negative case-control",2337,2023-01-16,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14+","12-17 years","12-17 years","excluded","~18 weeks","infection","infection","infection","delta",95.5,95,96,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2280",277,"Ionescu","Test-negative case-control",2338,2023-01-16,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14-27","12-17 years","12-17 years","excluded","2 weeks","infection","infection","infection","delta",97.7,96.2,98.6,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2281",277,"Ionescu","Test-negative case-control",2339,2023-01-16,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"112-139","12-17 years","12-17 years","excluded","~18 weeks","infection","infection","infection","delta",92.4,90.4,94,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2282",277,"Ionescu","Test-negative case-control",2340,2023-01-16,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14+","12-17 years","12-17 years","excluded","~18 weeks","symptomatic disease","symptomatic","symptomatic","delta",97.3,96.8,97.7,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2283",277,"Ionescu","Test-negative case-control",2341,2023-01-16,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14+","12-17 years","12-17 years","excluded","~26 weeks","infection","infection","infection","omicron",33.9,25.7,41.1,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2284",277,"Ionescu","Test-negative case-control",2342,2023-01-16,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14-27","12-17 years","12-17 years","excluded","2 weeks","infection","infection","infection","omicron",63.4,21.4,83,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2285",277,"Ionescu","Test-negative case-control",2343,2023-01-16,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"168-195","12-17 years","12-17 years","excluded","~26 weeks","infection","infection","infection","omicron",22.2,8.4,33.9,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2286",277,"Ionescu","Test-negative case-control",2344,2023-01-16,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14+","12-17 years","12-17 years","excluded","~22 weeks","infection","infection","infection","delta/omicron",88,85.1,90.3,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2287",277,"Ionescu","Test-negative case-control",2345,2023-01-16,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"28-55","12-17 years","12-17 years","excluded","2 weeks","infection","infection","infection","delta/omicron",94.8,83.7,98.4,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2288",277,"Ionescu","Test-negative case-control",2346,2023-01-16,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"140-167","12-17 years","12-17 years","excluded","~22 weeks","infection","infection","infection","delta/omicron",84.2,77.8,88.8,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2289",277,"Ionescu","Test-negative case-control",2347,2023-01-16,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14+","12-17 years","12-17 years","excluded","~18 weeks","infection","infection","infection","delta",95.7,95.1,96.2,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2290",277,"Ionescu","Test-negative case-control",2348,2023-01-16,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14-27","12-17 years","12-17 years","excluded","2 weeks","infection","infection","infection","delta",96.8,94.4,98.2,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2291",277,"Ionescu","Test-negative case-control",2349,2023-01-16,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"112-139","12-17 years","12-17 years","excluded","~18 weeks","infection","infection","infection","delta",90.9,87.7,93.2,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2292",278,"Tartof","Test-negative case-control",2350,2022-10-07,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"<6 months",">= 18 years","general pop","included","~70 weeks","hospitalization","severe","severe","omicron",54,38,65,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,180,"yes",NA,0
"2293",278,"Tartof","Test-negative case-control",2351,2022-10-07,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">=6 months",">= 18 years","general pop","included","~70 weeks","hospitalization","severe","severe","omicron",32,16,45,"USA","USA","North America","North America",66220,2019,"United States","High income",4,180,490,"no","sequential period",0
"2294",278,"Tartof","Test-negative case-control",2352,2022-10-07,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"<6 months",">= 18 years","general pop","included","~70 weeks","ED admissions","symptomatic","symptomatic","omicron",42,31,52,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2295",278,"Tartof","Test-negative case-control",2353,2022-10-07,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">=6 months",">= 18 years","general pop","included","~70 weeks","ED admissions","symptomatic","symptomatic","omicron",19,6,31,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2296",278,"Tartof","Test-negative case-control",2354,2022-10-07,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"<6 months",">= 18 years","general pop","included","~70 weeks","hospitalization","severe","severe","omicron",56,-2,81,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,180,"yes",NA,0
"2297",278,"Tartof","Test-negative case-control",2355,2022-10-07,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">=6 months",">= 18 years","general pop","included","~70 weeks","hospitalization","severe","severe","omicron",56,28,73,"USA","USA","North America","North America",66220,2019,"United States","High income",4,180,490,"no","sequential period",0
"2298",278,"Tartof","Test-negative case-control",2356,2022-10-07,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"<6 months",">= 18 years","general pop","included","~70 weeks","ED admissions","symptomatic","symptomatic","omicron",27,-11,52,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2299",278,"Tartof","Test-negative case-control",2357,2022-10-07,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">=6 months",">= 18 years","general pop","included","~70 weeks","ED admissions","symptomatic","symptomatic","omicron",12,-10,31,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2300",279,"Paternina-Caicedo","Retrospective cohort",2358,2022-07-01,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14+",">= 40 years",">= 40 years","included","~25 weeks","symptomatic disease","symptomatic","symptomatic","mu",13,5.3,20,"Colombia","COL","South America","Latin America & Caribbean",6630,2019,"Colombia","Upper middle income",3,NA,NA,NA,NA,NA
"2301",279,"Paternina-Caicedo","Retrospective cohort",2359,2022-07-01,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14+",">= 40 years",">= 40 years","included","~25 weeks","hospitalization","severe","severe","mu",45.5,29.4,58,"Colombia","COL","South America","Latin America & Caribbean",6630,2019,"Colombia","Upper middle income",3,NA,NA,NA,NA,NA
"2302",279,"Paternina-Caicedo","Retrospective cohort",2360,2022-07-01,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14+",">= 40 years",">= 40 years","included","~25 weeks","critical care admission","severe","severe","mu",82.2,60.1,92.1,"Colombia","COL","South America","Latin America & Caribbean",6630,2019,"Colombia","Upper middle income",3,NA,NA,NA,NA,NA
"2303",279,"Paternina-Caicedo","Retrospective cohort",2361,2022-07-01,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14+",">= 40 years",">= 40 years","included","~25 weeks","death","death","death","mu",94.1,76.4,98.5,"Colombia","COL","South America","Latin America & Caribbean",6630,2019,"Colombia","Upper middle income",3,NA,NA,NA,NA,NA
"2304",279,"Paternina-Caicedo","Retrospective cohort",2362,2022-07-01,"Sinovac CoronaVac","Inactivated","2","final",NA,"14+",">= 40 years",">= 40 years","included","~25 weeks","symptomatic disease","symptomatic","symptomatic","mu",-45.1,-53.6,-37.1,"Colombia","COL","South America","Latin America & Caribbean",6630,2019,"Colombia","Upper middle income",3,NA,NA,NA,NA,NA
"2305",279,"Paternina-Caicedo","Retrospective cohort",2363,2022-07-01,"Sinovac CoronaVac","Inactivated","2","final",NA,"14+",">= 40 years",">= 40 years","included","~25 weeks","hospitalization","severe","severe","mu",-3,-18,10.2,"Colombia","COL","South America","Latin America & Caribbean",6630,2019,"Colombia","Upper middle income",3,NA,NA,NA,NA,NA
"2306",279,"Paternina-Caicedo","Retrospective cohort",2364,2022-07-01,"Sinovac CoronaVac","Inactivated","2","final",NA,"14+",">= 40 years",">= 40 years","included","~25 weeks","critical care admission","severe","severe","mu",13.6,-13.2,34,"Colombia","COL","South America","Latin America & Caribbean",6630,2019,"Colombia","Upper middle income",3,NA,NA,NA,NA,NA
"2307",279,"Paternina-Caicedo","Retrospective cohort",2365,2022-07-01,"Sinovac CoronaVac","Inactivated","2","final",NA,"14+",">= 40 years",">= 40 years","included","~25 weeks","death","death","death","mu",20.6,-0.5,37.3,"Colombia","COL","South America","Latin America & Caribbean",6630,2019,"Colombia","Upper middle income",3,NA,NA,NA,NA,NA
"2308",280,"Tonnara","Retrospective cohort",2366,2022-07-04,"Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2","final",NA,"7-59",">= 18 years","general pop","excluded","~27 weeks","infection","infection","infection","other combinations",91.8,86.3,95.1,"Republic of San Marino","SMR","Europe","Europe & Central Asia",43770,2019,"San Marino","High income",4,NA,NA,NA,NA,NA
"2309",280,"Tonnara","Retrospective cohort",2367,2022-07-04,"Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2","final",NA,"120+",">= 18 years","general pop","excluded","~27 weeks","infection","infection","infection","other combinations",57.8,42.2,69.2,"Republic of San Marino","SMR","Europe","Europe & Central Asia",43770,2019,"San Marino","High income",4,NA,NA,NA,NA,NA
"2310",280,"Tonnara","Retrospective cohort",2368,2022-07-04,"Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2","final",NA,"7-59",">= 18 years","general pop","excluded","~27 weeks","hospitalization","severe","severe","other combinations",95.2,79.1,98.9,"Republic of San Marino","SMR","Europe","Europe & Central Asia",43770,2019,"San Marino","High income",4,NA,NA,NA,NA,NA
"2311",280,"Tonnara","Retrospective cohort",2369,2022-07-04,"Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2","final",NA,"120+",">= 18 years","general pop","excluded","~27 weeks","hospitalization","severe","severe","other combinations",89.7,52.7,97.7,"Republic of San Marino","SMR","Europe","Europe & Central Asia",43770,2019,"San Marino","High income",4,NA,NA,NA,NA,NA
"2312",280,"Tonnara","Retrospective cohort",2370,2022-07-04,"Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2","final",NA,"7+",">= 18 years","general pop","excluded","~15 weeks","infection","infection","infection","alpha",97.3,94.2,98.7,"Republic of San Marino","SMR","Europe","Europe & Central Asia",43770,2019,"San Marino","High income",4,NA,NA,NA,NA,NA
"2313",280,"Tonnara","Retrospective cohort",2371,2022-07-04,"Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2","final",NA,"7+",">= 18 years","general pop","excluded","~15 weeks","hospitalization","severe","severe","alpha",96.9,86.5,99.3,"Republic of San Marino","SMR","Europe","Europe & Central Asia",43770,2019,"San Marino","High income",4,NA,NA,NA,NA,NA
"2314",281,"Kerr","Test-negative case-control",2372,2022-07-09,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14+",">= 18 years","general pop","unknown","~38 weeks","symptomatic disease","symptomatic","symptomatic","delta",78.7,69.9,85,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"2315",281,"Kerr","Test-negative case-control",2373,2022-07-09,"Moderna mRNA-1273","mRNA","2","final",NA,"14+",">= 18 years","general pop","unknown","~38 weeks","symptomatic disease","symptomatic","symptomatic","delta",93.7,86.4,97.1,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"2316",281,"Kerr","Test-negative case-control",2374,2022-07-09,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2","final",NA,"14+",">= 18 years","general pop","unknown","~38 weeks","symptomatic disease","symptomatic","symptomatic","delta",54.5,35.7,67.8,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"2317",282,"Stephenson","Retrospective cohort",2375,2022-07-11,"Multiple or heterologous RNA","mRNA","2","final",NA,"14+",">= 18 years","general pop","included","~18 weeks","hospitalization","severe","severe","other combinations",85,81,89,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2318",283,"Guedalia","Retrospective cohort",2376,2022-11-15,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"0+","pregnant women aged 16+","pregnant persons","excluded","~60 weeks","hospitalization","severe","severe","omicron",-12,-36,8,"Israel","ISR","Asia","Middle East & North Africa",43800,2019,"Israel","High income",4,NA,NA,NA,NA,NA
