"","study ID","first author","study design","publication date","primary series vaccine","historyofCOVID ","dose_number","dose","timing_of_dose_days","outcome_detail","outcome_category","country","population_detail","population_category","VE","LCL","UCL","variant_sequenced","variant_context","max duration follow-up","dose interval","notes","n_row","country_clean","iso3c","Study_id_f","Country.Code","GNI_per_c_WB","year_GNI","Economy","Region","Income group","q_GNI_per_c_WB","continent","owid_vac_intro","owid_vac_F40","owid_vac_F70","who_vac_intro","min_vac_intro","diff_owid_who_intro","diff_intro_F40","diff_intro_F70","owid_who","V1_date_group","V40_date_group","V40_group","V1_dummy","V40_dummy","V70_dummy","publication_date","outcome_final","semester","clean_vaccine","vac_type","variant_clean","earliest_date","min_pub_date"
"2086",242,"Eick-Cost","Case-control","20Apr2022","mRNA-1273 (Moderna)","excluded","2","final","14+","infection","infection","USA","military personnel","military personnel",93.5,"91.9",94.7,NA,"pre-delta (non-VOC, alpha)","~19 weeks",NA,NA,2140,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"infection","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","other combinations",NA,2022-04-20
"2087",242,"Eick-Cost","Case-control","20Apr2022","mRNA-1273 (Moderna)","excluded","2","final","14+","asymptomatic infection","asymptomatic","USA","military personnel","military personnel",94.7,"91.9",96.6,NA,"pre-delta (non-VOC, alpha)","~19 weeks",NA,NA,2141,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"infection","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","other combinations",NA,2022-04-20
"2088",242,"Eick-Cost","Case-control","20Apr2022","mRNA-1273 (Moderna)","excluded","2","final","14+","symptomatic disease","symptomatic","USA","military personnel","military personnel",93.1,"91.2",94.6,NA,"pre-delta (non-VOC, alpha)","~19 weeks",NA,NA,2142,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"symptomatic","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","other combinations",NA,2022-04-20
"2089",242,"Eick-Cost","Case-control","20Apr2022","mRNA-1273 (Moderna)","excluded","2","final","14+","hospitalization","severe","USA","military personnel","military personnel",89.6,"57.5",97.4,NA,"pre-delta (non-VOC, alpha)","~19 weeks",NA,NA,2143,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","other combinations",NA,2022-04-20
"2090",242,"Eick-Cost","Case-control","20Apr2022","Ad26.COV2.S (Janssen)","excluded","1","final","14+","infection","infection","USA","military personnel","military personnel",81.8,"74.2",87.1,NA,"pre-delta (non-VOC, alpha)","~19 weeks",NA,NA,2144,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"infection","2022 (Jan-Jun)","Janssen Ad26.COV2.S","Vectored","other combinations",NA,2022-04-20
"2091",242,"Eick-Cost","Case-control","20Apr2022","Ad26.COV2.S (Janssen)","excluded","1","final","14+","asymptomatic infection","asymptomatic","USA","military personnel","military personnel",81.4,"62.6",90.8,NA,"pre-delta (non-VOC, alpha)","~19 weeks",NA,NA,2145,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"infection","2022 (Jan-Jun)","Janssen Ad26.COV2.S","Vectored","other combinations",NA,2022-04-20
"2092",242,"Eick-Cost","Case-control","20Apr2022","Ad26.COV2.S (Janssen)","excluded","1","final","14+","symptomatic disease","symptomatic","USA","military personnel","military personnel",82.4,"73.9",88.2,NA,"pre-delta (non-VOC, alpha)","~19 weeks",NA,NA,2146,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"symptomatic","2022 (Jan-Jun)","Janssen Ad26.COV2.S","Vectored","other combinations",NA,2022-04-20
"2093",242,"Eick-Cost","Case-control","20Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","infection","infection","USA","military personnel","military personnel",69.3,"68.2",70.3,NA,"delta","~35 weeks",NA,NA,2147,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"infection","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta",NA,2022-04-20
"2094",242,"Eick-Cost","Case-control","20Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","asymptomatic infection","asymptomatic","USA","military personnel","military personnel",66,"64",67.8,NA,"delta","~35 weeks",NA,NA,2148,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"infection","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta",NA,2022-04-20
"2095",242,"Eick-Cost","Case-control","20Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","symptomatic disease","symptomatic","USA","military personnel","military personnel",71,"69.7",72.1,NA,"delta","~35 weeks",NA,NA,2149,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"symptomatic","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta",NA,2022-04-20
"2096",242,"Eick-Cost","Case-control","20Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","hospitalization","severe","USA","military personnel","military personnel",88.4,"82.1",92.5,NA,"delta","~35 weeks",NA,NA,2150,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta",NA,2022-04-20
"2097",242,"Eick-Cost","Case-control","20Apr2022","mRNA-1273 (Moderna)","excluded","2","final","14+","infection","infection","USA","military personnel","military personnel",79.4,"78.3",80.4,NA,"delta","~35 weeks",NA,NA,2151,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"infection","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta",NA,2022-04-20
"2098",242,"Eick-Cost","Case-control","20Apr2022","mRNA-1273 (Moderna)","excluded","2","final","14+","asymptomatic infection","asymptomatic","USA","military personnel","military personnel",77,"75.1",78.8,NA,"delta","~35 weeks",NA,NA,2152,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"infection","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta",NA,2022-04-20
"2099",242,"Eick-Cost","Case-control","20Apr2022","mRNA-1273 (Moderna)","excluded","2","final","14+","symptomatic disease","symptomatic","USA","military personnel","military personnel",80.6,"79.4",81.8,NA,"delta","~35 weeks",NA,NA,2153,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"symptomatic","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta",NA,2022-04-20
"2100",242,"Eick-Cost","Case-control","20Apr2022","mRNA-1273 (Moderna)","excluded","2","final","14+","hospitalization","severe","USA","military personnel","military personnel",88.1,"75.7",94.2,NA,"delta","~35 weeks",NA,NA,2154,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta",NA,2022-04-20
"2101",242,"Eick-Cost","Case-control","20Apr2022","Ad26.COV2.S (Janssen)","excluded","1","final","14+","infection","infection","USA","military personnel","military personnel",38.3,"34.5",41.9,NA,"delta","~35 weeks",NA,NA,2155,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"infection","2022 (Jan-Jun)","Janssen Ad26.COV2.S","Vectored","delta",NA,2022-04-20
"2102",242,"Eick-Cost","Case-control","20Apr2022","Ad26.COV2.S (Janssen)","excluded","1","final","14+","asymptomatic infection","asymptomatic","USA","military personnel","military personnel",19.6,"12.2",26.4,NA,"delta","~35 weeks",NA,NA,2156,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"infection","2022 (Jan-Jun)","Janssen Ad26.COV2.S","Vectored","delta",NA,2022-04-20
"2103",242,"Eick-Cost","Case-control","20Apr2022","Ad26.COV2.S (Janssen)","excluded","1","final","14+","symptomatic disease","symptomatic","USA","military personnel","military personnel",48.9,"45",52.7,NA,"delta","~35 weeks",NA,NA,2157,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"symptomatic","2022 (Jan-Jun)","Janssen Ad26.COV2.S","Vectored","delta",NA,2022-04-20
"2104",242,"Eick-Cost","Case-control","20Apr2022","Ad26.COV2.S (Janssen)","excluded","1","final","14+","hospitalization","severe","USA","military personnel","military personnel",57.7,"2.6",81.6,NA,"delta","~35 weeks",NA,NA,2158,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"severe","2022 (Jan-Jun)","Janssen Ad26.COV2.S","Vectored","delta",NA,2022-04-20
"2105",243,"Castillo","Test-negative case-control","21Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","0-30","symptomatic disease","symptomatic","France",">= 18 years","general pop",43,"41",45,"omicron","omicron","~48 weeks",NA,NA,2159,"France","FRA",243,"FRA",42470,2019,"France","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-15,2021-12-03,2020-12-23,2020-12-23,9,204,345,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-21,"symptomatic","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","omicron",NA,2022-04-21
"2106",243,"Castillo","Test-negative case-control","21Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","180+","symptomatic disease","symptomatic","France",">= 18 years","general pop",11,"10",13,"omicron","omicron","~48 weeks",NA,NA,2160,"France","FRA",243,"FRA",42470,2019,"France","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-15,2021-12-03,2020-12-23,2020-12-23,9,204,345,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-21,"symptomatic","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","omicron",NA,2022-04-21
"2107",243,"Castillo","Test-negative case-control","21Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","0-30","hospitalization","severe","France",">= 18 years","general pop",59,"49",70,"omicron","omicron","~48 weeks",NA,NA,2161,"France","FRA",243,"FRA",42470,2019,"France","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-15,2021-12-03,2020-12-23,2020-12-23,9,204,345,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-21,"severe","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","omicron",NA,2022-04-21
"2108",243,"Castillo","Test-negative case-control","21Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","180+","hospitalization","severe","France",">= 18 years","general pop",56,"51",62,"omicron","omicron","~48 weeks",NA,NA,2162,"France","FRA",243,"FRA",42470,2019,"France","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-15,2021-12-03,2020-12-23,2020-12-23,9,204,345,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-21,"severe","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","omicron",NA,2022-04-21
"2109",243,"Castillo","Test-negative case-control","21Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","0-30","ICU admission","severe","France",">= 18 years","general pop",70,"40",97,"omicron","omicron","~48 weeks",NA,NA,2163,"France","FRA",243,"FRA",42470,2019,"France","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-15,2021-12-03,2020-12-23,2020-12-23,9,204,345,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-21,"severe","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","omicron",NA,2022-04-21
"2110",243,"Castillo","Test-negative case-control","21Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","180+","ICU admission","severe","France",">= 18 years","general pop",72,"63",81,"omicron","omicron","~48 weeks",NA,NA,2164,"France","FRA",243,"FRA",42470,2019,"France","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-15,2021-12-03,2020-12-23,2020-12-23,9,204,345,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-21,"severe","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","omicron",NA,2022-04-21
"2111",243,"Castillo","Test-negative case-control","21Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","0-30","death","death","France",">= 18 years","general pop",60,"24",92,"omicron","omicron","~48 weeks",NA,NA,2165,"France","FRA",243,"FRA",42470,2019,"France","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-15,2021-12-03,2020-12-23,2020-12-23,9,204,345,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-21,"death","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","omicron",NA,2022-04-21
"2112",243,"Castillo","Test-negative case-control","21Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","180+","death","death","France",">= 18 years","general pop",54,"41",69,"omicron","omicron","~48 weeks",NA,NA,2166,"France","FRA",243,"FRA",42470,2019,"France","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-15,2021-12-03,2020-12-23,2020-12-23,9,204,345,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-21,"death","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","omicron",NA,2022-04-21
"2113",243,"Castillo","Test-negative case-control","21Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","0-30","symptomatic disease","symptomatic","France",">= 18 years","general pop",78,"77",80,"delta","delta","~48 weeks",NA,NA,2167,"France","FRA",243,"FRA",42470,2019,"France","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-15,2021-12-03,2020-12-23,2020-12-23,9,204,345,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-21,"symptomatic","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","delta",NA,2022-04-21
"2114",243,"Castillo","Test-negative case-control","21Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","180+","symptomatic disease","symptomatic","France",">= 18 years","general pop",63,"62",64,"delta","delta","~48 weeks",NA,NA,2168,"France","FRA",243,"FRA",42470,2019,"France","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-15,2021-12-03,2020-12-23,2020-12-23,9,204,345,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-21,"symptomatic","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","delta",NA,2022-04-21
"2115",243,"Castillo","Test-negative case-control","21Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","0-30","hospitalization","severe","France",">= 18 years","general pop",91,"87",95,"delta","delta","~48 weeks",NA,NA,2169,"France","FRA",243,"FRA",42470,2019,"France","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-15,2021-12-03,2020-12-23,2020-12-23,9,204,345,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-21,"severe","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","delta",NA,2022-04-21
"2116",243,"Castillo","Test-negative case-control","21Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","180+","hospitalization","severe","France",">= 18 years","general pop",90,"89",91,"delta","delta","~48 weeks",NA,NA,2170,"France","FRA",243,"FRA",42470,2019,"France","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-15,2021-12-03,2020-12-23,2020-12-23,9,204,345,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-21,"severe","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","delta",NA,2022-04-21
"2117",243,"Castillo","Test-negative case-control","21Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","0-30","ICU admission","severe","France",">= 18 years","general pop",93,"86",99,"delta","delta","~48 weeks",NA,NA,2171,"France","FRA",243,"FRA",42470,2019,"France","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-15,2021-12-03,2020-12-23,2020-12-23,9,204,345,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-21,"severe","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","delta",NA,2022-04-21
"2118",243,"Castillo","Test-negative case-control","21Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","180+","ICU admission","severe","France",">= 18 years","general pop",95,"93",97,"delta","delta","~48 weeks",NA,NA,2172,"France","FRA",243,"FRA",42470,2019,"France","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-15,2021-12-03,2020-12-23,2020-12-23,9,204,345,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-21,"severe","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","delta",NA,2022-04-21
"2119",243,"Castillo","Test-negative case-control","21Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","0-30","death","death","France",">= 18 years","general pop",90,"79",100,"delta","delta","~48 weeks",NA,NA,2173,"France","FRA",243,"FRA",42470,2019,"France","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-15,2021-12-03,2020-12-23,2020-12-23,9,204,345,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-21,"death","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","delta",NA,2022-04-21
