"","study ID","first author","study design","publication date","primary series vaccine","historyofCOVID","dose_number","dose","timing_of_dose_days","outcome_detail","outcome_category","country","population_detail","population_category","VE","LCL","UCL","variant_sequenced","variant_context","max duration follow-up","dose interval","notes","country_clean","iso3c","Study_id_f","Country.Code","GNI_per_c_WB","year_GNI","Economy","Region","Income group","q_GNI_per_c_WB","continent","owid_vac_intro","owid_vac_F40","owid_vac_F70","who_vac_intro","min_vac_intro","diff_owid_who_intro","diff_intro_F40","diff_intro_F70","V1_date_group","V40_date_group","V40_group","V1_dummy","V40_dummy","V70_dummy","publication_date","outcome_final","semester","clean_vaccine","vac_type","variant_clean","include_population","inclusion_notes","clean_vaccine_dose"
"233",174,"Lytras","Retrospective cohort","14Jun2022","AZD1222 (AstraZeneca)","included","2","final","6 months","intubation","severe","Greece",">= 80 years",">= 80 years",92.4,72.7,97.9,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"234",194,"Smid","Retrospective cohort","15Oct2022","AZD1222 (AstraZeneca)","included","2","final","75-135","hospitalization","severe","Czech Republic","all ages","general pop",80,62,89,NA,"delta","~54 weeks",NA,NA,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,205,NA,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"235",194,"Smid","Retrospective cohort","15Oct2022","AZD1222 (AstraZeneca)","included","2","final","135+","hospitalization","severe","Czech Republic","all ages","general pop",68,64,71,NA,"delta","~54 weeks",NA,NA,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,205,NA,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"236",203,"Baum","Retrospective cohort","05Nov2022","AZD1222 (AstraZeneca)","excluded","2","final","91-180","hospitalization","severe","Finland",">= 70 years",">= 70 years",79,67,87,NA,"delta","~48.5 weeks",NA,NA,"Finland","FIN",203,"FIN",49950,2019,"Finland","Europe & Central Asia","High income",4,"Europe",2021-01-17,2021-08-15,2021-10-31,2020-12-23,2020-12-23,25,235,312,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-11-05,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"237",203,"Baum","Retrospective cohort","05Nov2022","AZD1222 (AstraZeneca)","excluded","2","final","181+","hospitalization","severe","Finland",">= 70 years",">= 70 years",23,-76,67,NA,"delta","~48.5 weeks",NA,NA,"Finland","FIN",203,"FIN",49950,2019,"Finland","Europe & Central Asia","High income",4,"Europe",2021-01-17,2021-08-15,2021-10-31,2020-12-23,2020-12-23,25,235,312,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-11-05,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"238",235,"Voko","Retrospective cohort","22Jul2022","AZD1222 (AstraZeneca)","included","2","final","14-120","hospitalization","severe","Hungary","18-64 years","18-64 years",76.2,70.6,80.7,NA,"delta","~47 weeks",NA,NA,"Hungary","HUN",235,"HUN",16570,2019,"Hungary","Europe & Central Asia","High income",3,"Europe",2020-12-28,2021-06-05,NA,2020-12-23,2020-12-23,5,164,NA,"before jan/2021","Jun-Aug/2021","<180","yes","yes","no",2022-07-22,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"239",235,"Voko","Retrospective cohort","22Jul2022","AZD1222 (AstraZeneca)","included","2","final","240+","hospitalization","severe","Hungary","18-64 years","18-64 years",48.8,38.2,57.6,NA,"delta","~47 weeks",NA,NA,"Hungary","HUN",235,"HUN",16570,2019,"Hungary","Europe & Central Asia","High income",3,"Europe",2020-12-28,2021-06-05,NA,2020-12-23,2020-12-23,5,164,NA,"before jan/2021","Jun-Aug/2021","<180","yes","yes","no",2022-07-22,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"240",247,"Kirsebom","Test-negative case-control","12Dec2022","AZD1222 (AstraZeneca)","included","2","final","175+","hospitalization","severe","UK",">= 65 years",">= 65 years",73.4,70.4,76.2,"delta","delta","~44.5 weeks",NA,NA,"UK","GBR",247,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-12-12,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"241",259,"Tsundue","Prospective cohort","24May2022","AZD1222 (Covishield)","included","2","final","14+","shortness of breath/use of supplemental oxygen, hospitalization or death","severe","India","residents of congregate living facilities","general pop",99,90,99.8,NA,"delta","13 weeks",NA,NA,"India","IND",259,"IND",2070,2019,"India","South Asia","Lower middle income",1,"Asia",2021-01-16,2021-12-24,NA,2021-01-16,2021-01-16,0,342,NA,"jan/2021","Dec/2021 +","270-359","yes","yes","no",2022-05-24,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"242",310,"Penayo","Test-negative case-control","01Jun2022","AZD1222 (AstraZeneca)","included","2","final","14+","hospitalization with SARI","severe","Paraguay",">=18 years","general pop",83,66.3,91.5,NA,"delta","~33 weeks",NA,NA,"Paraguay","PRY",310,"PRY",5950,2019,"Paraguay","Latin America & Caribbean","Upper middle income",2,"South America",2021-02-23,2021-12-10,NA,2021-02-22,2021-02-22,1,291,NA,"feb/2021","Dec/2021 +","270-359","yes","yes","no",2022-06-01,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"243",311,"Monge","Case cohort","02Sept2022","AZD1222 (AstraZeneca)","included","2","final","14+","hospitalization","severe","Spain","50-59 years","50-59 years",96,93,98,NA,"delta","~21 weeks",NA,NA,"Spain","ESP",311,"ESP",30370,2019,"Spain","Europe & Central Asia","High income",4,"Europe",2021-01-04,2021-07-04,2021-08-31,2020-12-30,2020-12-30,5,186,244,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-09-02,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"244",345,"Clemens","Test-negative case-control","13Oct2022","AZD1222 (AstraZeneca)","included","2","final","14+","severe disease","severe","Brazil","18-60 years","18-60 years",100,44.3,100,NA,"delta","~12.5 weeks",NA,NA,"Brazil","BRA",345,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2022-10-13,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"245",366,"Battacharya","Test-negative case-control","06Jan2023","AZD1222 (Covishield)","included","2","final","7+","hospitalization with symptoms of pulmonary disease","severe","India",">=18 years","general pop",79,53.1,81,NA,"delta","~22 weeks",NA,NA,"India","IND",366,"IND",2070,2019,"India","South Asia","Lower middle income",1,"Asia",2021-01-16,2021-12-24,NA,2021-01-16,2021-01-16,0,342,NA,"jan/2021","Dec/2021 +","270-359","yes","yes","no",2023-01-06,"severe","2023 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"246",418,"Paternina-Caicedo","Test-negative case-control","09Sep2023","AZD1222 (AstraZeneca)","excluded","2","final","14+","hospitalization","severe","Colombia",">=5 years","general pop",71,27,89,NA,"delta","~32 weeks",NA,NA,"Colombia","COL",418,"COL",6630,2019,"Colombia","Latin America & Caribbean","Upper middle income",3,"South America",2021-02-18,2021-10-26,2022-07-29,2021-02-17,2021-02-17,1,251,527,"feb/2021","Sep-Nov/2021","180-269","yes","yes","no",2023-09-09,"severe","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"247",420,"Irala","Test-negative case-control","15Sep2023","AZD1222 (AstraZeneca)","included","2","final","14+","hospitalization due to SARI","severe","Paraguay",">=5 years","general pop",83.2,67.8,91.9,NA,"delta","~37 weeks",NA,NA,"Paraguay","PRY",420,"PRY",5950,2019,"Paraguay","Latin America & Caribbean","Upper middle income",2,"South America",2021-02-23,2021-12-10,NA,2021-02-22,2021-02-22,1,291,NA,"feb/2021","Dec/2021 +","270-359","yes","yes","no",2023-09-15,"severe","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"248",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","AZD1222 (AstraZeneca)","excluded","2","final","<91","hospitalization with ARI","severe","Mexico",">=65 years",">=65 years",81.1,78.4,83.5,NA,"delta","~33 weeks",NA,NA,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"249",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","AZD1222 (AstraZeneca)","excluded","2","final","141+","hospitalization with ARI","severe","Mexico",">=65 years",">=65 years",70.5,64.2,75.8,NA,"delta","~33 weeks",NA,NA,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"250",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","AZD1222 (AstraZeneca)","excluded","2","final","<91","severe disease","severe","Mexico",">=65 years",">=65 years",85.3,82.8,87.5,NA,"delta","~33 weeks",NA,NA,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"251",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","AZD1222 (AstraZeneca)","excluded","2","final","141+","severe disease","severe","Mexico",">=65 years",">=65 years",73.5,66.5,79.1,NA,"delta","~33 weeks",NA,NA,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"252",221,"Ranzani","Test-negative case-control","16Aug2022","CoronaVac (Sinovac)","included","2","final","14-59","hospitalization or death","severe","Brazil",">= 18 years","general pop",86.5,83.4,88.9,NA,"delta","~10 weeks",NA,NA,"Brazil","BRA",221,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2022-08-16,"severe","2022 (Jul-Dec)","Sinovac CoronaVac","Inactivated","delta","yes",NA,"Sinovac CoronaVac x 2"
"253",221,"Ranzani","Test-negative case-control","16Aug2022","CoronaVac (Sinovac)","included","2","final","180+","hospitalization or death","severe","Brazil",">= 18 years","general pop",60.9,57.3,64.2,NA,"delta","~59 weeks",NA,NA,"Brazil","BRA",221,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2022-08-16,"severe","2022 (Jul-Dec)","Sinovac CoronaVac","Inactivated","delta","yes",NA,"Sinovac CoronaVac x 2"
"254",418,"Paternina-Caicedo","Test-negative case-control","09Sep2023","CoronaVac (Sinovac)","excluded","2","final","14+","hospitalization","severe","Colombia",">=5 years","general pop",63,35,79,NA,"delta","~35 weeks",NA,NA,"Colombia","COL",418,"COL",6630,2019,"Colombia","Latin America & Caribbean","Upper middle income",3,"South America",2021-02-18,2021-10-26,2022-07-29,2021-02-17,2021-02-17,1,251,527,"feb/2021","Sep-Nov/2021","180-269","yes","yes","no",2023-09-09,"severe","2023 (Jul-Dec)","Sinovac CoronaVac","Inactivated","delta","yes",NA,"Sinovac CoronaVac x 2"
"255",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","CoronaVac (Sinovac)","excluded","2","final","<91","hospitalization with ARI","severe","Mexico",">=65 years",">=65 years",69.8,64.5,74.2,NA,"delta","~33 weeks",NA,NA,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","Sinovac CoronaVac","Inactivated","delta","yes",NA,"Sinovac CoronaVac x 2"
"256",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","CoronaVac (Sinovac)","excluded","2","final","141+","hospitalization with ARI","severe","Mexico",">=65 years",">=65 years",57.8,51,63.6,NA,"delta","~33 weeks",NA,NA,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","Sinovac CoronaVac","Inactivated","delta","yes",NA,"Sinovac CoronaVac x 2"
"257",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","CoronaVac (Sinovac)","excluded","2","final","<91","severe disease","severe","Mexico",">=65 years",">=65 years",75.4,70.3,79.7,NA,"delta","~33 weeks",NA,NA,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","Sinovac CoronaVac","Inactivated","delta","yes",NA,"Sinovac CoronaVac x 2"
"258",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","CoronaVac (Sinovac)","excluded","2","final","141+","severe disease","severe","Mexico",">=65 years",">=65 years",59.2,51.6,65.5,NA,"delta","~33 weeks",NA,NA,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","Sinovac CoronaVac","Inactivated","delta","yes",NA,"Sinovac CoronaVac x 2"
"259",151,"Collie","Test-negative case-control","29Dec2021","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","Hospitalization","severe","South Africa",">= 18 years","general pop",70,62,76,NA,"omicron","~24 weeks",NA,NA,"South Africa","ZAF",151,"ZAF",6570,2019,"South Africa","Sub-Saharan Africa","Upper middle income",3,"Africa",2021-02-19,NA,NA,2021-02-17,2021-02-17,2,NA,NA,"feb/2021","not reached","not reached","yes","no","no",2021-12-29,"severe","2021 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"260",165,"Tartof","Test-negative case-control","22Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","7+","hospitalization","severe","USA","hospital admissions","general pop",62,53,69,"omicron","omicron","~47 weeks",NA,NA,"USA","USA",165,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-22,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"261",165,"Tartof","Test-negative case-control","22Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","7 to <3 months","hospitalization","severe","USA","hospital admissions","general pop",68,48,80,"omicron","omicron","~47 weeks",NA,NA,"USA","USA",165,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-22,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"262",165,"Tartof","Test-negative case-control","22Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final",">=9 months","Hospitalization","severe","USA","hospital admissions","general pop",41,21,55,"omicron","omicron","~47 weeks",NA,NA,"USA","USA",165,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-22,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"263",179,"Chemaitelly","Test-negative case-control","02Jun2022","BNT162b2 (Pfizer BioNTech)","included","2","final","1-6 months","severe, critical or fatal disease","severe","Qatar",">= 18 years","general pop",70.4,45,85,"omicron","omicron","~58 weeks",NA,NA,"Qatar","QAT",179,"QAT",65700,2019,"Qatar","Middle East & North Africa","High income",4,"Asia",2021-01-28,2021-05-31,2021-08-16,NA,2021-01-28,NA,123,200,"jan/2021","before Jun/2021","<180","yes","yes","yes",2022-06-02,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"264",179,"Chemaitelly","Test-negative case-control","02Jun2022","BNT162b2 (Pfizer BioNTech)","included","2","final",">=7 months","severe, critical or fatal disease","severe","Qatar",">= 18 years","general pop",77.5,67.8,84.3,"omicron","omicron","~58 weeks",NA,NA,"Qatar","QAT",179,"QAT",65700,2019,"Qatar","Middle East & North Africa","High income",4,"Asia",2021-01-28,2021-05-31,2021-08-16,NA,2021-01-28,NA,123,200,"jan/2021","before Jun/2021","<180","yes","yes","yes",2022-06-02,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"265",194,"Smid","Retrospective cohort","15Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14-74","hospitalization","severe","Czech Republic","all ages","general pop",46,28,60,NA,"omicron","~54 weeks",NA,NA,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,205,NA,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"266",194,"Smid","Retrospective cohort","15Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final","135+","hospitalization","severe","Czech Republic","all ages","general pop",34,24,42,NA,"omicron","~54 weeks",NA,NA,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,205,NA,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"267",203,"Baum","Retrospective cohort","05Nov2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-90","hospitalization","severe","Finland",">= 70 years",">= 70 years",91,83,95,NA,"omicron","~56 weeks",NA,NA,"Finland","FIN",203,"FIN",49950,2019,"Finland","Europe & Central Asia","High income",4,"Europe",2021-01-17,2021-08-15,2021-10-31,2020-12-23,2020-12-23,25,235,312,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-11-05,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
